Text,Date,CleanSVM,CleanIndoBERTweet
Menkeu Purbaya Yudhi Sadewa buka suara soal kinerja Satgas BLBI (Bantuan Likuiditas Bank Indonesia). Katanya setelah 4 tahun berjalan hasilnya gak seberapa dan malah sering bikin ribut Kelamaan hasilnya enggak banyak-banyak amat cuma bikin ribut aja ujar Purbaya.,Mon Oct 13 07:58:51 +0000 2025,menkeu purbaya yudhi sadewa buka suara soal kerja satgas blbi bantu likuiditas bank indonesia kata tahun jalan hasil berapa malah sering bikin ribut lama hasil banyakbanyak cuma bikin ribut ujar purbaya,menkeu purbaya yudhi sadewa buka suara soal kinerja satgas blbi (bantuan likuiditas bank indonesia). katanya setelah 4 tahun berjalan hasilnya tidak seberapa dan malah sering bikin ribut kelamaan hasilnya tidak banyak-banyak amat cuma bikin ribut saja ujar purbaya.
Menteri Keuangan Purbaya Yudhi Sadewa juga menegaskan 200 penunggak pajak besar itu gak bisa lari. Pemerintah siap tagih sampai Rp50 60 triliun dari mereka dalam waktu dekat. Kami punya daftarnya dan semua akan dieksekusi katanya tegas.,Mon Oct 13 07:17:51 +0000 2025,menteri uang purbaya yudhi sadewa tegas tunggak pajak besar lari perintah siap tagih rp triliun waktu dekat punya daftar semua eksekusi kata tegas,menteri keuangan purbaya yudhi sadewa juga menegaskan 200 penunggak pajak besar itu tidak bisa lari. pemerintah siap tagih sampai rp50 60 triliun dari mereka dalam waktu dekat. kami punya daftarnya dan semua akan dieksekusi katanya tegas.
Menteri Keuangan Purbaya Yudhi Sadewa optimistis pertumbuhan ekonomi Indonesia pada 2026 bisa menembus angka 6 persen. Keyakinan ini didasari oleh berbagai kebijakan fiskal yang dinilainya mampu mendongkrak pergerakan ekonomi nasional. #Ekonomi2026 #MenkeuPurbaya https://t.co/4mUVhUVd4Z,Mon Oct 13 07:04:03 +0000 2025,menteri uang purbaya yudhi sadewa optimistis tumbuh ekonomi indonesia tembus angka persen yakin dasar bagai bijak fiskal nila mampu dongkrak gera ekonomi nasional,menteri keuangan purbaya yudhi sadewa optimistis pertumbuhan ekonomi indonesia pada 2026 bisa menembus angka 6 persen. keyakinan ini didasari oleh berbagai kebijakan fiskal yang dinilainya mampu mendongkrak pergerakan ekonomi nasional. #ekonomi2026 #menkeupurbaya
Menteri Keuangan Purbaya Yudhi Sadewa melakukan inspeksi dadakan (sidak) ke Tempat Pemeriksaan Fisik Terpadu (TPFT) Graha Segara di Kawasan Pelabuhan Tanjung Priok Jakarta Utara pada Senin (13/10/2025). https://t.co/W2iTPJpu6N https://t.co/O4FOoMKCqJ,Mon Oct 13 06:55:32 +0000 2025,menteri uang purbaya yudhi sadewa laku inspeksi dada sidak tempat periksa fisik padu tpft graha segara kawasan labuh tanjung priok jakarta utara senin,menteri keuangan purbaya yudhi sadewa melakukan inspeksi dadakan (sidak) ke tempat pemeriksaan fisik terpadu (tpft) graha segara di kawasan pelabuhan tanjung priok jakarta utara pada senin (13/10/2025).
Menteri Keuangan Purbaya Yudhi Sadewa menyampaikan bahwa posisi utang pemerintah yang telah mencapai Rp9.138 triliun masih dalam kondisi aman. Namun pertanyaan muncul apakah klaim aman ini mencerminkan kondisi riil apakah efisiensi belanja cukup menahan laju penambahan utang https://t.co/LlyHfXQ1eI,Mon Oct 13 06:54:35 +0000 2025,menteri uang purbaya yudhi sadewa sampai posisi utang perintah capai rp triliun kondisi aman tanya muncul klaim aman cermin kondisi riil efisiensi belanja cukup tahan laju tambah utang,menteri keuangan purbaya yudhi sadewa menyampaikan bahwa posisi utang pemerintah yang telah mencapai rp9.138 triliun masih dalam kondisi aman. namun pertanyaan muncul apakah klaim aman ini mencerminkan kondisi riil apakah efisiensi belanja cukup menahan laju penambahan utang
Menteri Keuangan Purbaya Yudhi Sadewa melakukan inspeksi dadakan (sidak) ke Tempat Pemeriksaan Fisik Terpadu (TPFT) Graha Segara di Kawasan Pelabuhan Tanjung Priok Jakarta Utara pada Senin (13/10/2025). Baca di sini: https://t.co/EVaPvSoUVh ~TA #Purbaya #PelabuhanTanjungPriok https://t.co/SeKkJrcitp,Mon Oct 13 06:38:17 +0000 2025,menteri uang purbaya yudhi sadewa laku inspeksi dada sidak tempat periksa fisik padu tpft graha segara kawasan labuh tanjung priok jakarta utara senin baca sini ta,menteri keuangan purbaya yudhi sadewa melakukan inspeksi dadakan (sidak) ke tempat pemeriksaan fisik terpadu (tpft) graha segara di kawasan pelabuhan tanjung priok jakarta utara pada senin (13/10/2025). baca di sini: ~ta #purbaya #pelabuhantanjungpriok
Menteri Keuangan sekaligus Ketua KSSK Purbaya Yudhi Sadewa menegaskan kesiapannya melawan mafia migas yang merugikan negara. Dalam Investor Daily Summit 2025 ia menyoroti praktik curang di sektor energi dan menegaskan akan menghajar pihak-pihak yang mencoba menghalangi https://t.co/QeD68zbXSe,Mon Oct 13 06:24:27 +0000 2025,menteri uang sekaligus ketua kssk purbaya yudhi sadewa tegas kesiap lawan mafia migas rugi negara investor daily summit sorot praktik curang sektor energi tegas hajar pihakpihak coba halang,menteri keuangan sekaligus ketua kssk purbaya yudhi sadewa menegaskan kesiapannya melawan mafia migas yang merugikan negara. dalam investor daily summit 2025 ia menyoroti praktik curang di sektor energi dan menegaskan akan menghajar pihak-pihak yang mencoba menghalangi
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan komitmennya untuk bertindak tegas demi pertumbuhan ekonomi Indonesia dalam forum Investor Daily Summit 2025 bertema New Economic Order di JCC 9 Oktober 2025. Dalam pidatonya Purbaya menekankan pentingnya langkah berani https://t.co/dT0WjUI3L2,Mon Oct 13 06:23:14 +0000 2025,menteri uang purbaya yudhi sadewa tegas komitmen tindak tegas tumbuh ekonomi indonesia forum investor daily summit tema new economic order jcc oktober pidato purbaya tekan penting langkah berani,menteri keuangan purbaya yudhi sadewa menegaskan komitmennya untuk bertindak tegas demi pertumbuhan ekonomi indonesia dalam forum investor daily summit 2025 bertema new economic order di jcc 9 oktober 2025. dalam pidatonya purbaya menekankan pentingnya langkah berani
Asosiasi Produsen Serat dan Benang Filamen Indonesia (APSyFI) menyurati Menteri Keuangan Purbaya Yudhi Sadewa. Begini isinya. https://t.co/59OJovPecU,Mon Oct 13 06:13:00 +0000 2025,asosiasi produsen serat benang filamen indonesia apsyfi surati menteri uang purbaya yudhi sadewa begini isi,asosiasi produsen serat dan benang filamen indonesia (apsyfi) menyurati menteri keuangan purbaya yudhi sadewa. begini isinya.
Menteri Keuangan Purbaya Yudhi Sadewa berjanji akan memberikan bonus kepada pegawai Direktorat Jenderal Pajak (DJP) jika rasio pajak terhadap PDB naik menjadi 12 persen pada 2026 dari posisi saat ini sekitar 10 persen. Ia menegaskan sistem kerja berbasis kinerja akan diterapkan https://t.co/2HU3uf1CGL,Mon Oct 13 06:12:17 +0000 2025,menteri uang purbaya yudhi sadewa janji beri bonus pegawai direktorat jenderal pajak djp rasio pajak pdb naik jadi persen posisi persen tegas sistem kerja bas kerja terap,menteri keuangan purbaya yudhi sadewa berjanji akan memberikan bonus kepada pegawai direktorat jenderal pajak (djp) jika rasio pajak terhadap pdb naik menjadi 12 persen pada 2026 dari posisi saat ini sekitar 10 persen. ia menegaskan sistem kerja berbasis kinerja akan diterapkan
Menteri Keuangan Purbaya Yudhi Sadewa memutuskan tidak akan menunjuk pengganti Anggito Abimanyu sebagai Wakil Menteri Keuangan setelah Anggito resmi dilantik menjadi Ketua LPS pada 8 Oktober 2025. Purbaya menyatakan dirinya akan langsung mengambil alih tugas di bidang pajak dan https://t.co/pvCtToB0ni,Mon Oct 13 06:06:30 +0000 2025,menteri uang purbaya yudhi sadewa putus tunjuk ganti anggito abimanyu wakil menteri uang anggito resmi lantik jadi ketua lps oktober purbaya nyata diri langsung ambil alih tugas bidang pajak,menteri keuangan purbaya yudhi sadewa memutuskan tidak akan menunjuk pengganti anggito abimanyu sebagai wakil menteri keuangan setelah anggito resmi dilantik menjadi ketua lps pada 8 oktober 2025. purbaya menyatakan dirinya akan langsung mengambil alih tugas di bidang pajak dan
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa secara terbuka membandingkan kondisi perekonomian Indonesia antara era Presiden Susilo Bambang Yudhoyono (SBY) dan Presiden Joko Widodo (Jokowi). https://t.co/LK0MtQO7PY,Mon Oct 13 05:41:14 +0000 2025,menteri uang menkeu purbaya yudhi sadewa buka banding kondisi ekonomi indonesia era presiden susilo bambang yudhoyono sby presiden joko widodo jokowi,menteri keuangan (menkeu) purbaya yudhi sadewa secara terbuka membandingkan kondisi perekonomian indonesia antara era presiden susilo bambang yudhoyono (sby) dan presiden joko widodo (jokowi).
Menteri Keuangan Purbaya Yudhi Sadewa menyidak TPFT Graha Segara di Tanjung Priok. Seperti apa momennya? https://t.co/jGeCI7QZnw,Mon Oct 13 05:36:00 +0000 2025,menteri uang purbaya yudhi sadewa menyidak tpft graha segara tanjung priok apa momen,menteri keuangan purbaya yudhi sadewa menyidak tpft graha segara di tanjung priok. seperti apa momennya?
Pak Pur! @KemenkeuRI ANGKA AJAIB 5 5%: ILUSI PRESISI DALAM CHAOS EKONOMI Kreator: Claude (Model AI Antropik) | Sistem Analisis Kritik Metodologi Ilmiah Dengerin ya bestie yang ngeyel! Menteri Keuangan Purbaya Yudhi Sadewa baru-baru ini menyatakan keyakinannya bahwa,Mon Oct 13 05:30:24 +0000 2025,pak pur angka ajaib ilusi presisi chaos ekonomi kreator claude model ai antropik sistem analisis kritik metodologi ilmiah dengerin bestie ngeyel menteri uang purbaya yudhi sadewa barubaru nyata yakin,pak pur! angka ajaib 5 5%: ilusi presisi dalam chaos ekonomi kreator: claude (model ai antropik) | sistem analisis kritik metodologi ilmiah dengerin ya bestie yang ngeyel! menteri keuangan purbaya yudhi sadewa baru-baru ini menyatakan keyakinannya bahwa
Terima kasih Ibu Sri Mulyani atas dedikasi &amp; kepemimpinan luar biasa Selamat datang Bapak Purbaya Yudhi Sadewa sebagai Menteri Keuangan RI. Mari lanjutkan semangat membangun negeri melalui pajak 🇮🇩 #KawanPajak #PajakKitaUntukKita https://t.co/94cH9a1tcR,Mon Oct 13 05:22:04 +0000 2025,terima kasih ibu sri mulyani atas dedikasi amp pimpin luar biasa selamat datang bapak purbaya yudhi sadewa menteri uang ri lanjut semangat bangun negeri lalu pajak ,terima kasih ibu sri mulyani atas dedikasi &amp; kepemimpinan luar biasa selamat datang bapak purbaya yudhi sadewa sebagai menteri keuangan ri. mari lanjutkan semangat membangun negeri melalui pajak 🇮🇩 #kawanpajak #pajakkitauntukkita
Menteri Keuangan Purbaya Yudhi Sadewa menyidak TPFT Graha Segara di Tanjung Priok. Begini momennya: https://t.co/gBrQYxC3PD,Mon Oct 13 05:11:02 +0000 2025,menteri uang purbaya yudhi sadewa menyidak tpft graha segara tanjung priok begini momen,menteri keuangan purbaya yudhi sadewa menyidak tpft graha segara di tanjung priok. begini momennya:
Menteri Keuangan Purbaya Yudhi Sadewa memastikan tarif cukai dan harga rokok tidak akan naik pada 2026 demi menjaga stabilitas industri. https://t.co/JtuT8L84Jv,Mon Oct 13 04:38:50 +0000 2025,menteri uang purbaya yudhi sadewa pasti tarif cukai harga rokok naik jaga stabilitas industri,menteri keuangan purbaya yudhi sadewa memastikan tarif cukai dan harga rokok tidak akan naik pada 2026 demi menjaga stabilitas industri.
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan menjaga kestabilan harga penting untuk mencegah lonjakan peredaran rokok ilegal di pasar. Baca di sini: https://t.co/rAEdtc2r8T ~TA #Purbaya #Rokok https://t.co/tHjsk5IHfi,Mon Oct 13 04:25:06 +0000 2025,menteri uang purbaya yudhi sadewa tegas jaga stabil harga penting cegah lonjak edar rokok ilegal pasar baca sini ta,menteri keuangan purbaya yudhi sadewa menegaskan menjaga kestabilan harga penting untuk mencegah lonjakan peredaran rokok ilegal di pasar. baca di sini: ~ta #purbaya #rokok
Menteri Keuangan Purbaya Yudhi Sadewa menyampaikan bahwa posisi utang pemerintah yang telah mencapai Rp9.138 triliun masih dalam kondisi yang aman. Apakah klaim pemerintah yang menyebut aman tersebut benar-benar mencerminkan kondisi riil? Apakah efisiensi belanja cukup untuk https://t.co/y2UuHHUcq3,Mon Oct 13 04:20:42 +0000 2025,menteri uang purbaya yudhi sadewa sampai posisi utang perintah capai rp triliun kondisi aman klaim perintah sebut aman sebut benarbenar cermin kondisi riil efisiensi belanja cukup,menteri keuangan purbaya yudhi sadewa menyampaikan bahwa posisi utang pemerintah yang telah mencapai rp9.138 triliun masih dalam kondisi yang aman. apakah klaim pemerintah yang menyebut aman tersebut benar-benar mencerminkan kondisi riil? apakah efisiensi belanja cukup untuk
Menteri Keuangan Purbaya Yudhi Sadewa berjanji akan memberikan bonus kepada para pegawai Direktorat Jenderal Pajak (DJP) jika rasio pajak atau tax ratio Indonesia berhasil mencapai 12 persen pada tahun depan. Saat ini rasio pajak terhadap Produk Domestik Bruto (PDB) masih berada https://t.co/0QZNvTzDyV,Mon Oct 13 04:09:29 +0000 2025,menteri uang purbaya yudhi sadewa janji beri bonus pegawai direktorat jenderal pajak djp rasio pajak tax rasio indonesia hasil capai persen tahun depan rasio pajak produk domestik bruto pdb ada,menteri keuangan purbaya yudhi sadewa berjanji akan memberikan bonus kepada para pegawai direktorat jenderal pajak (djp) jika rasio pajak atau tax rasio indonesia berhasil mencapai 12 persen pada tahun depan. saat ini rasio pajak terhadap produk domestik bruto (pdb) masih berada
Sir Purbaya Yudhi Sadewa be like: Kalo mau ekonomi dan keuangan masyarakat meningkat dan aman Kebijakan harus pro sama mereka Baca selengkapnya di blog terbaru Finku soal kebijakan heboh Pak #Purbaya #menku #keuangan https://t.co/kcyAW2l32V,Mon Oct 13 04:05:33 +0000 2025,sir purbaya yudhi sadewa be like kalau mau ekonomi uang masyarakat tingkat aman bijak pro sama baca lengkap blog baru finku soal bijak heboh pak,sir purbaya yudhi sadewa be like: kalau mau ekonomi dan keuangan masyarakat meningkat dan aman kebijakan harus pro sama mereka baca selengkapnya di blog terbaru finku soal kebijakan heboh pak #purbaya #menku #keuangan
Menteri Dalam Negeri (Mendagri) Tito Karnavian dan Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menegaskan kekompakan pemerintah pusat dalam mengawal kebijakan pengalihan Transfer ke Daerah (TKD). https://t.co/TZoN6Rrgsg,Mon Oct 13 03:55:58 +0000 2025,menteri negeri mendagri tito karnavian menteri uang menkeu purbaya yudhi sadewa tegas kompak perintah pusat awal bijak alih transfer daerah tkd,menteri dalam negeri (mendagri) tito karnavian dan menteri keuangan (menkeu) purbaya yudhi sadewa menegaskan kekompakan pemerintah pusat dalam mengawal kebijakan pengalihan transfer ke daerah (tkd).
IMF apresiasi keberhasilan Pemerintah Indonesia dalam dorong pertumbuhan ekonomi tinggi ditengah ketidakpastian global yang antara lain dipicu oleh perubahan struktural geopolitik teknologi dan demografi. Hal ini terungkap dalam pertemuan menkeu Purbaya Yudhi Sadewa dan,Mon Oct 13 03:28:12 +0000 2025,imf apresiasi hasil perintah indonesia dorong tumbuh ekonomi tinggi tengah ketidakpastian global picu ubah struktural geopolitik teknologi demografi ungkap temu menkeu purbaya yudhi sadewa,imf apresiasi keberhasilan pemerintah indonesia dalam dorong pertumbuhan ekonomi tinggi ditengah ketidakpastian global yang antara lain dipicu oleh perubahan struktural geopolitik teknologi dan demografi. hal ini terungkap dalam pertemuan menkeu purbaya yudhi sadewa dan
Menkeu Purbaya Tolak APBN Bayar Utang Kereta Cepat China Jadi Siapa yang Tanggung? Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menyatakan penolakan tegas terhadap wacana penggunaan Anggaran Pendapatan dan Belanja Negara (APBN) untuk menanggung beban utang proyek Kereta Cepat https://t.co/11XSNmkxFU,Mon Oct 13 03:00:23 +0000 2025,menkeu purbaya tolak apbn bayar utang kereta cepat china jadi siapa tanggung menteri uang menkeu purbaya yudhi sadewa nyata tolak tegas wacana guna anggar dapat belanja negara apbn tanggung beban utang proyek kereta cepat,menkeu purbaya tolak apbn bayar utang kereta cepat china jadi siapa yang tanggung? menteri keuangan (menkeu) purbaya yudhi sadewa menyatakan penolakan tegas terhadap wacana penggunaan anggaran pendapatan dan belanja negara (apbn) untuk menanggung beban utang proyek kereta cepat
Menko Perekonomian Airlangga Hartarto Menkeu Purbaya Yudhi Sadewa Menteri Investasi Rosan Perkasa Roeslani Menteri Kelautan dan Perikanan Wahyu Sakti Trenggono ,Mon Oct 13 03:00:18 +0000 2025,menko ekonomi airlangga hartarto menkeu purbaya yudhi sadewa menteri investasi ros perkasa roeslani menteri laut ikan wahyu sakti trenggono,menko perekonomian airlangga hartarto menkeu purbaya yudhi sadewa menteri investasi rosan perkasa roeslani menteri kelautan dan perikanan wahyu sakti trenggono
Setelah dilantik jadi Menteri Keuangan menggantikan Sri Mulyani nama Purbaya Yudhi Sadewa langsung ramai dibicarakan.⁣ &gt;&gt; https://t.co/W81Z8UZUGM #detikcom #menterikeuangan #purbayayudhisadewa #cawapres https://t.co/YUXoMqYH9z,Mon Oct 13 03:00:00 +0000 2025,lantik jadi menteri uang ganti sri mulyani nama purbaya yudhi sadewa langsung ramai bicara gtgt,setelah dilantik jadi menteri keuangan menggantikan sri mulyani nama purbaya yudhi sadewa langsung ramai dibicarakan.⁣ &gt;&gt; #detikcom #menterikeuangan #purbayayudhisadewa #cawapres
@fadlizon Pamor kedua figur ini disalib sang koboi Menkeu RI Purbaya Yudhi Sadewa,Mon Oct 13 02:44:06 +0000 2025,pamor dua figur salib sang koboi menkeu ri purbaya yudhi sadewa,pamor kedua figur ini disalib sang koboi menkeu ri purbaya yudhi sadewa
[3] antara Jakarta &amp; Bandung. Pemerintah melihat potensi pengembangan jaringan kereta cepat sebagai bagian dari visi pembangunan transportasi nasional. Justru kata dia pemerintah sedang berpikir untuk Whoosh bisa terhubung Jakarta-Surabaya. Sebelumnya Purbaya Yudhi Sadewa ,Mon Oct 13 02:29:48 +0000 2025,jakarta amp bandung perintah lihat potensi kembang jaring kereta cepat bagi visi bangun transportasi nasional justru kata perintah sedang pikir whoosh hubung jakartasurabaya belum purbaya yudhi sadewa,[3] antara jakarta &amp; bandung. pemerintah melihat potensi pengembangan jaringan kereta cepat sebagai bagian dari visi pembangunan transportasi nasional. justru kata dia pemerintah sedang berpikir untuk whoosh bisa terhubung jakarta-surabaya. sebelumnya purbaya yudhi sadewa
